date,site_id,rainfall_mm,temp_C,slope_angle,vibration,displacement,pore_pressure,label
2025-05-28,2,60.15,23.9,37.14,0.08,0.11,1.64,1
2025-05-29,2,11.49,24.42,37.49,0.22,0.13,0.72,0
2025-05-30,2,74.91,26.29,36.96,0.13,0.09,1.23,1
2025-05-31,2,13.7,26.15,38.53,0.08,0.08,0.59,0
2025-06-01,2,59.99,33.77,36.91,0.13,0.02,0.98,1
2025-06-02,2,18.66,30.28,40.04,0.17,0.07,0.49,0
2025-06-03,2,20.04,30.85,36.84,0.14,0.11,0.92,0
2025-06-04,2,69.68,26.42,37.79,0.07,0.15,1.37,1
2025-06-05,2,53.51,25.75,36.94,0.21,0.05,1.0,1
2025-06-06,2,84.91,23.76,37.16,0.04,0.19,1.52,1
2025-06-07,2,37.39,21.78,38.83,0.01,0.04,1.12,0
2025-06-08,2,51.81,31.4,39.09,0.01,0.19,1.07,1
2025-06-09,2,43.73,29.33,39.44,0.1,0.15,0.82,0
2025-06-10,2,34.2,25.4,37.26,0.13,0.1,0.63,0
2025-06-11,2,57.75,29.23,37.93,0.06,0.08,1.34,1
2025-06-12,2,10.58,27.56,35.8,0.04,0.11,0.51,0
2025-06-13,2,39.84,24.79,38.78,0.16,0.08,1.06,0
2025-06-14,2,14.6,27.09,38.36,0.16,0.13,0.71,0
2025-06-15,2,16.21,32.48,38.91,0.1,0.13,0.11,0
2025-06-16,2,29.98,29.4,37.31,0.14,0.1,0.86,0
2025-06-17,2,58.45,25.35,38.08,0.12,0.1,1.24,1
2025-06-18,2,33.0,30.47,38.84,0.06,0.05,0.96,0
2025-06-19,2,30.4,26.72,38.43,0.07,0.13,0.85,0
2025-06-20,2,16.98,26.01,39.76,0.11,-0.11,0.79,0
2025-06-21,2,9.04,23.78,36.4,0.01,0.05,0.57,0
2025-06-22,2,13.43,29.21,39.09,0.09,0.13,0.76,0
2025-06-23,2,22.79,24.53,38.66,0.16,0.09,0.58,0
2025-06-24,2,14.2,27.28,38.65,0.22,0.17,0.85,0
2025-06-25,2,49.83,29.34,37.78,0.2,0.1,1.16,0
2025-06-26,2,25.97,26.83,36.13,0.1,0.08,0.63,0
2025-06-27,2,42.22,25.09,36.77,0.08,0.2,0.83,1
2025-06-28,2,43.11,28.85,38.35,0.13,0.1,0.68,0
2025-06-29,2,25.73,22.89,36.78,0.2,0.09,0.64,0
2025-06-30,2,19.47,33.19,35.07,0.15,0.11,0.72,0
2025-07-01,2,16.35,25.1,37.41,0.13,0.04,0.85,0
2025-07-02,2,28.14,25.89,36.72,0.17,0.2,0.44,0
2025-07-03,2,43.36,26.77,39.55,0.07,0.11,1.26,0
2025-07-04,2,67.8,23.45,38.37,0.09,0.05,0.94,1
2025-07-05,2,188.72,20.87,37.02,0.69,0.69,2.05,2
2025-07-06,2,107.42,28.08,37.43,0.68,0.18,1.69,1
2025-07-07,2,46.35,24.23,39.5,0.11,0.17,0.75,0
2025-07-08,2,24.16,24.09,37.25,0.17,0.1,0.78,0
2025-07-09,2,48.04,27.74,37.64,0.08,0.16,1.03,0
2025-07-10,2,69.28,24.27,36.13,0.01,0.18,1.13,1
2025-07-11,2,32.5,29.24,37.84,0.17,0.2,0.85,1
2025-07-12,2,70.35,28.72,37.5,0.13,0.07,1.61,1
2025-07-13,2,12.52,25.83,38.23,0.11,0.13,0.43,0
2025-07-14,2,35.48,28.59,38.08,0.1,0.07,0.98,0
2025-07-15,2,25.87,20.5,39.04,0.19,0.13,0.56,0
2025-07-16,2,18.37,26.77,39.13,0.15,0.19,0.62,0
2025-07-17,2,14.34,30.6,37.07,0.09,0.07,0.55,0
2025-07-18,2,44.07,27.48,38.61,0.13,0.17,0.86,0
2025-07-19,2,100.3,29.15,36.85,0.63,0.17,1.79,1
2025-07-20,2,8.98,26.37,38.45,0.13,0.09,0.63,0
2025-07-21,2,80.53,26.04,38.36,0.12,0.17,1.29,1
2025-07-22,2,31.51,27.23,37.51,0.02,0.15,0.68,0
2025-07-23,2,1.74,24.1,36.92,0.14,0.17,0.26,0
2025-07-24,2,35.04,27.24,36.1,0.03,0.03,0.97,0
2025-07-25,2,31.49,24.85,39.79,-0.0,0.14,0.82,0
2025-07-26,2,28.86,24.14,36.52,0.08,0.17,1.08,0
2025-07-27,2,59.3,23.45,36.93,0.06,-0.01,1.04,1
2025-07-28,2,15.86,27.48,38.15,0.17,0.11,0.83,0
2025-07-29,2,2.41,29.43,38.72,0.09,0.14,0.36,0
2025-07-30,2,4.79,27.8,37.58,0.06,0.27,0.93,1
2025-07-31,2,13.3,31.31,36.75,0.06,0.12,0.5,0
2025-08-01,2,23.81,27.86,38.15,0.04,0.16,0.51,0
2025-08-02,2,26.25,30.28,38.13,0.16,0.09,0.81,0
2025-08-03,2,52.05,23.87,37.74,0.08,0.07,1.23,1
2025-08-04,2,40.83,28.21,37.42,0.01,0.05,0.68,0
2025-08-05,2,21.32,20.77,37.82,0.09,0.09,0.76,0
2025-08-06,2,65.85,28.69,36.92,0.12,0.01,0.63,1
2025-08-07,2,66.0,29.11,36.89,0.08,0.1,1.08,1
2025-08-08,2,32.14,21.49,38.7,0.08,0.0,0.66,0
2025-08-09,2,24.77,25.74,37.53,0.06,0.1,0.84,0
2025-08-10,2,71.93,31.79,39.02,0.11,0.03,1.32,1
2025-08-11,2,28.09,23.16,38.41,0.12,-0.02,0.63,0
2025-08-12,2,105.97,30.53,35.97,0.4,0.14,1.69,1
2025-08-13,2,26.14,25.58,37.96,0.1,0.13,0.51,0
2025-08-14,2,17.12,24.7,37.92,0.15,0.06,0.83,0
2025-08-15,2,29.71,29.75,36.79,0.07,0.03,0.85,0
2025-08-16,2,37.77,30.99,37.63,0.02,0.17,0.99,0
2025-08-17,2,72.59,24.65,38.5,0.16,0.04,1.27,1
2025-08-18,2,14.87,30.76,38.14,0.1,0.16,0.61,0
2025-08-19,2,49.18,30.82,38.77,0.18,0.05,0.58,0
2025-08-20,2,2.01,23.71,38.73,0.06,0.22,0.72,1
2025-08-21,2,1.63,21.81,38.56,0.1,0.03,0.62,0
2025-08-22,2,28.67,27.79,38.2,0.11,0.15,0.81,0
2025-08-23,2,46.59,25.2,37.83,0.02,-0.01,0.83,0
2025-08-24,2,85.31,24.46,36.75,0.14,0.12,1.19,1
2025-08-25,2,37.54,32.1,37.12,0.16,0.21,0.8,1
2025-08-26,2,34.4,22.86,38.05,0.02,0.04,0.76,0
2025-08-27,2,32.78,30.17,39.64,0.17,0.03,0.91,0
2025-08-28,2,36.75,24.14,37.36,0.15,0.04,0.48,0
2025-08-29,2,28.23,27.41,37.64,0.08,0.1,1.01,0
2025-08-30,2,22.24,27.53,38.79,0.17,0.08,0.49,0
2025-08-31,2,85.79,24.07,38.41,0.08,0.18,1.08,1
2025-09-01,2,54.98,27.32,37.9,0.13,0.11,1.03,1
2025-09-02,2,32.31,22.98,39.32,0.09,0.11,0.8,0
2025-09-03,2,12.2,29.88,37.44,0.11,0.12,0.73,0
2025-09-04,2,52.11,26.3,37.53,0.05,0.06,0.81,1
2025-09-05,2,21.98,30.11,39.91,0.11,0.14,0.88,0
2025-09-06,2,12.71,27.12,38.85,0.01,0.16,0.85,0
2025-09-07,2,83.69,29.02,38.69,0.07,0.21,1.26,1
2025-01-01,3,11.48,25.9,38.92,0.17,0.12,0.59,0
2025-01-02,3,11.42,31.85,42.41,0.06,0.07,0.71,0
2025-01-03,3,78.71,27.34,41.41,0.1,0.07,1.06,1
2025-01-04,3,25.76,20.08,41.77,0.1,0.04,1.09,0
2025-01-05,3,49.87,27.96,41.15,0.07,0.22,0.79,1
2025-01-06,3,41.15,24.29,41.94,0.04,0.11,0.82,0
2025-01-07,3,26.78,25.22,40.31,0.05,0.13,0.61,0
2025-01-08,3,65.14,26.86,41.22,-0.02,0.17,1.04,1
2025-01-09,3,9.78,33.05,41.93,0.08,0.13,0.39,0
2025-01-10,3,10.89,26.83,41.0,0.2,0.1,0.4,0
2025-01-11,3,5.83,29.72,39.77,0.07,0.12,0.31,0
2025-01-12,3,11.12,28.6,39.52,0.1,0.15,0.49,0
2025-01-13,3,47.55,25.79,41.96,0.11,0.05,0.98,0
2025-01-14,3,36.24,29.04,40.41,0.02,0.17,1.02,0
2025-01-15,3,38.16,23.55,38.77,0.08,0.1,1.21,0
2025-01-16,3,32.31,29.59,41.3,0.08,-0.02,0.82,0
2025-01-17,3,72.87,29.39,40.3,0.1,0.11,1.36,1
2025-01-18,3,73.86,28.85,43.45,-0.03,0.15,1.29,1
2025-01-19,3,17.73,31.29,40.11,0.03,0.07,0.65,0
2025-01-20,3,28.03,26.76,42.75,0.17,0.19,0.57,0
2025-01-21,3,2.22,22.88,43.08,0.09,0.15,0.75,0
2025-01-22,3,40.64,29.14,40.09,0.13,0.2,0.58,1
2025-01-23,3,28.23,26.15,41.24,0.15,0.1,0.57,0
2025-01-24,3,19.26,27.13,40.71,-0.0,0.11,0.39,0
2025-01-25,3,38.18,24.36,41.48,0.12,0.14,0.58,0
2025-01-26,3,2.75,28.57,42.3,0.12,0.07,0.53,0
2025-01-27,3,8.81,30.02,41.02,0.08,0.04,0.8,0
2025-01-28,3,52.83,27.82,39.74,0.05,0.07,0.88,1
2025-01-29,3,28.4,29.18,41.6,0.14,0.11,1.01,0
2025-01-30,3,19.17,28.71,41.14,0.03,0.07,0.83,0
2025-01-31,3,31.13,27.82,40.25,0.15,0.1,1.06,0
2025-02-01,3,57.03,27.86,40.68,0.1,0.03,0.75,1
2025-02-02,3,47.97,28.93,39.74,0.12,0.04,0.93,0
2025-02-03,3,19.57,29.16,40.46,0.05,0.08,0.72,0
2025-02-04,3,52.52,33.73,40.4,0.14,0.06,1.39,1
2025-02-05,3,57.39,30.91,40.77,0.11,0.12,1.4,1
2025-02-06,3,33.09,25.99,41.53,-0.03,0.07,0.57,0
2025-02-07,3,67.89,32.54,39.79,0.15,0.16,1.33,1
2025-02-08,3,12.28,22.4,41.45,0.03,0.15,0.18,0
2025-02-09,3,37.0,24.19,41.99,0.17,0.1,1.15,0
2025-02-10,3,48.04,21.01,40.71,0.07,0.1,1.06,0
2025-02-11,3,2.4,23.69,41.37,0.14,0.01,0.65,0
2025-02-12,3,10.37,27.48,40.77,0.13,0.1,0.26,0
2025-02-13,3,16.7,25.93,40.17,0.06,0.16,0.19,0
2025-02-14,3,17.42,30.47,41.02,-0.0,0.12,0.51,0
2025-02-15,3,124.28,28.82,40.95,0.55,0.3,1.8,1
2025-02-16,3,20.0,25.73,40.68,0.1,0.11,0.85,0
2025-02-17,3,33.82,26.22,41.37,0.12,0.06,0.94,0
2025-02-18,3,55.08,26.97,42.58,0.09,0.14,1.23,1
2025-02-19,3,68.24,27.13,42.33,0.07,0.14,1.37,1
2025-02-20,3,85.35,33.32,40.92,0.04,0.11,1.09,1
2025-02-21,3,18.98,33.18,41.28,0.09,0.13,0.86,0
2025-02-22,3,28.79,25.13,41.66,0.11,0.04,1.12,0
2025-02-23,3,26.48,26.33,42.07,0.03,0.04,0.61,0
2025-02-24,3,52.79,29.89,40.77,0.12,0.11,1.06,1
2025-02-25,3,53.81,24.59,41.02,0.14,0.13,1.25,1
2025-02-26,3,84.21,28.37,40.52,0.12,0.09,1.51,1
2025-02-27,3,33.17,25.69,41.85,0.13,0.13,0.99,0
2025-02-28,3,40.5,30.74,39.53,0.19,0.05,0.71,0
2025-03-01,3,17.3,22.54,41.63,0.07,0.05,0.57,0
2025-03-02,3,7.22,25.22,43.82,0.09,0.06,0.72,0
2025-03-03,3,121.66,24.22,41.53,0.47,0.28,2.09,1
2025-03-04,3,24.18,23.43,41.11,0.07,0.13,0.55,0
2025-03-05,3,7.34,26.96,41.73,0.02,0.12,0.77,0
2025-03-06,3,69.57,21.71,40.67,0.09,0.04,1.16,1
2025-03-07,3,39.03,31.44,39.59,0.13,0.2,1.12,0
2025-03-08,3,22.7,32.04,40.83,0.1,0.05,0.77,0
2025-03-09,3,101.47,22.65,39.9,0.62,0.16,1.64,1
2025-03-10,3,40.01,21.31,39.64,0.09,0.12,0.85,0
2025-03-11,3,36.68,31.87,39.58,0.05,0.15,0.84,0
2025-03-12,3,5.01,21.81,42.4,0.17,0.09,0.74,0
2025-03-13,3,17.33,25.66,42.44,0.09,0.14,1.15,0
2025-03-14,3,82.17,31.86,40.09,0.09,0.11,1.1,1
2025-03-15,3,12.39,26.23,40.05,0.14,0.07,0.95,0
2025-03-16,3,45.13,22.58,42.49,0.12,0.03,1.17,0
2025-03-17,3,63.21,31.1,42.36,0.07,0.07,1.15,1
2025-03-18,3,17.76,38.34,42.76,0.08,0.18,0.36,0
2025-03-19,3,15.97,24.82,41.01,0.07,0.1,0.49,0
2025-03-20,3,37.4,25.03,41.56,0.12,0.08,0.97,0
2025-03-21,3,5.65,30.94,41.93,0.17,0.12,0.14,0
2025-03-22,3,44.2,30.76,40.68,0.16,0.13,0.71,0
2025-03-23,3,33.08,26.47,40.65,0.22,0.18,0.66,0
2025-03-24,3,16.74,28.36,41.83,0.07,0.1,0.44,0
2025-03-25,3,57.62,22.31,41.34,0.01,0.11,1.23,1
2025-03-26,3,76.9,30.8,40.51,0.11,0.13,1.62,1
2025-03-27,3,33.48,27.15,41.86,0.18,0.14,0.7,0
2025-03-28,3,7.26,32.63,42.44,0.06,0.14,0.71,0
2025-03-29,3,61.96,29.19,40.58,0.12,0.04,1.1,1
2025-03-30,3,24.5,24.75,40.59,0.14,0.1,0.57,0
2025-03-31,3,16.92,26.23,41.05,0.05,0.11,0.61,0
2025-04-01,3,26.86,26.0,38.92,0.09,0.11,1.04,0
2025-04-02,3,37.47,29.56,43.48,0.11,0.09,0.99,0
2025-04-03,3,8.23,30.96,40.0,0.08,0.06,0.54,0
2025-04-04,3,68.02,30.41,42.07,0.2,0.15,1.25,1
2025-04-05,3,12.96,28.09,41.02,0.11,0.11,0.23,0
2025-04-06,3,12.32,30.23,40.61,0.09,0.1,0.77,0
2025-04-07,3,38.26,31.06,39.95,0.03,0.11,1.0,0
2025-04-08,3,12.07,26.45,41.01,0.07,0.09,0.65,0
2025-04-09,3,17.74,22.66,41.47,0.05,0.11,0.5,0
2025-04-10,3,20.11,22.67,41.96,0.08,0.16,0.57,0
2025-04-11,3,15.44,27.84,40.59,0.08,0.13,0.53,0
2025-04-12,3,48.63,29.16,42.0,0.13,0.05,0.86,0
2025-04-13,3,13.18,28.71,40.43,0.08,0.06,0.58,0
2025-04-14,3,57.94,28.59,41.83,0.13,0.07,1.23,1
2025-04-15,3,17.91,25.1,40.93,0.02,0.08,0.52,0
2025-04-16,3,28.28,21.58,42.27,0.15,0.05,0.74,0
2025-04-17,3,13.42,24.99,41.62,0.19,0.17,0.41,0
2025-04-18,3,26.85,25.76,39.15,0.05,0.09,0.77,0
2025-04-19,3,33.04,29.67,42.17,0.04,0.04,0.91,0
2025-04-20,3,17.49,28.96,42.26,0.13,0.13,0.36,0
2025-04-21,3,39.36,28.62,42.15,0.07,0.13,0.89,0
2025-04-22,3,14.43,33.11,39.99,0.15,0.08,0.64,0
2025-04-23,3,78.41,31.04,40.5,0.11,0.03,1.52,1
2025-04-24,3,18.06,24.06,41.03,0.09,0.14,0.93,0
2025-04-25,3,27.71,26.68,42.9,0.13,0.11,0.61,0
2025-04-26,3,45.88,35.57,38.84,0.07,0.13,0.55,0
2025-04-27,3,16.33,25.97,41.24,0.08,0.17,0.99,0
2025-04-28,3,25.04,29.55,39.94,0.0,0.07,0.92,0
2025-04-29,3,35.26,29.34,41.49,0.06,0.13,0.65,0
2025-04-30,3,47.89,27.48,40.96,0.11,0.06,0.95,0
2025-05-01,3,53.25,24.73,42.13,-0.02,0.07,1.09,1
2025-05-02,3,17.75,26.71,40.28,0.05,0.07,0.73,0
2025-05-03,3,76.51,26.88,39.76,0.14,0.18,1.11,1
2025-05-04,3,9.1,29.32,39.62,0.13,0.11,0.66,0
2025-05-05,3,39.7,22.61,41.33,0.03,0.14,0.98,0
2025-05-06,3,11.04,34.78,39.2,0.11,0.2,0.73,0
2025-05-07,3,63.76,26.26,40.07,0.12,0.13,1.29,1
2025-05-08,3,19.36,26.57,39.64,0.02,0.04,1.07,0
2025-05-09,3,53.04,26.99,40.61,0.19,0.09,0.81,1
2025-05-10,3,68.81,28.01,39.72,0.1,0.07,1.34,1
2025-05-11,3,21.54,24.8,41.52,0.09,0.13,0.8,0
2025-05-12,3,38.06,30.81,42.09,0.17,0.08,1.05,0
2025-05-13,3,22.52,22.34,41.05,0.05,0.06,0.7,0
2025-05-14,3,29.75,25.45,40.54,0.01,0.06,0.85,0
2025-05-15,3,63.32,28.9,41.83,0.21,0.16,1.13,1
2025-05-16,3,84.5,30.31,39.08,0.08,0.11,1.36,1
2025-05-17,3,77.23,31.23,41.32,0.13,0.1,1.35,1
2025-05-18,3,80.17,25.82,39.52,0.13,0.08,1.59,1
2025-05-19,3,45.4,30.55,39.82,0.12,0.09,1.13,0
2025-05-20,3,47.89,29.66,41.33,0.12,0.05,1.05,0
2025-05-21,3,18.56,30.28,43.49,0.01,0.04,0.25,0
2025-05-22,3,17.95,27.98,40.79,0.1,0.09,0.92,0
2025-05-23,3,9.91,25.76,40.6,0.08,0.06,0.75,0
2025-05-24,3,9.04,25.05,40.36,0.08,0.22,0.54,1
2025-05-25,3,34.8,28.22,41.06,0.13,0.08,1.0,0
2025-05-26,3,62.48,29.65,38.75,0.05,0.1,1.08,1
2025-05-27,3,24.4,34.59,41.23,0.15,0.18,0.61,0
2025-05-28,3,29.38,33.02,41.38,0.08,0.09,0.87,0
2025-05-29,3,6.37,30.78,39.78,0.06,0.08,0.41,0
2025-05-30,3,42.5,21.91,40.93,0.09,0.05,0.89,0
2025-05-31,3,92.98,26.75,41.1,0.07,0.08,1.56,1
2025-06-01,3,16.19,23.83,40.42,0.12,0.07,0.71,0
2025-06-02,3,23.68,22.17,40.8,0.04,0.16,1.05,0
2025-06-03,3,16.95,27.71,40.25,0.09,0.1,0.89,0
2025-06-04,3,43.37,30.19,41.55,0.06,0.13,0.98,0
2025-06-05,3,84.45,27.26,41.39,0.09,0.17,1.45,1
2025-06-06,3,34.97,28.5,40.98,0.1,0.07,0.73,0
2025-06-07,3,59.5,27.87,39.37,0.04,0.05,1.23,1
2025-06-08,3,78.82,26.56,40.13,0.1,0.12,1.33,1
2025-06-09,3,28.18,29.8,42.0,0.04,0.18,0.91,0
2025-06-10,3,125.5,29.98,41.24,0.45,0.38,1.72,1
2025-06-11,3,43.44,27.64,41.52,0.17,0.13,0.89,0
2025-06-12,3,4.65,22.43,40.22,0.04,0.04,0.24,0
2025-06-13,3,19.4,26.88,40.49,0.11,0.11,1.02,0
2025-06-14,3,15.98,25.41,40.41,0.09,0.12,0.7,0
2025-06-15,3,18.03,24.67,42.28,0.14,0.03,0.6,0
2025-06-16,3,39.37,29.37,40.46,0.13,0.15,0.77,0
2025-06-17,3,14.59,30.29,40.62,0.04,0.09,0.99,0
2025-06-18,3,84.45,18.31,39.75,0.06,0.04,1.28,1
2025-06-19,3,59.56,26.7,42.15,0.13,0.08,0.81,1
2025-06-20,3,43.69,29.41,40.61,0.1,0.05,0.86,0
2025-06-21,3,41.74,24.27,40.17,0.19,0.05,0.52,0
2025-06-22,3,55.52,27.55,39.64,0.18,0.09,1.22,1
2025-06-23,3,11.16,26.23,40.08,0.12,0.02,0.45,0
2025-06-24,3,17.58,33.02,41.86,0.19,-0.01,0.84,0
2025-06-25,3,42.59,25.81,41.43,0.18,0.09,1.02,0
2025-06-26,3,59.5,21.14,41.2,0.09,0.11,0.89,1
2025-06-27,3,30.37,26.8,41.62,0.11,0.03,0.47,0
2025-06-28,3,47.14,23.12,40.62,0.17,0.16,1.09,0
2025-06-29,3,54.91,32.39,41.17,0.05,0.08,0.92,1
2025-06-30,3,13.59,23.8,40.49,0.03,0.18,0.72,0
2025-07-01,3,28.61,27.21,41.88,0.1,0.18,0.6,0
2025-07-02,3,9.43,30.86,40.75,0.07,0.07,0.45,0
2025-07-03,3,11.85,21.06,40.64,0.08,0.11,0.26,0
2025-07-04,3,39.59,26.38,38.73,0.17,0.06,0.81,0
2025-07-05,3,34.61,21.44,41.5,0.11,0.14,0.89,0
2025-07-06,3,8.84,23.62,40.86,0.07,0.09,0.58,0
2025-07-07,3,56.21,23.75,40.39,0.08,0.09,1.38,1
2025-07-08,3,101.97,26.49,40.8,0.39,0.2,1.31,1
2025-07-09,3,15.83,21.96,41.25,0.18,0.11,0.01,0
2025-07-10,3,85.12,26.09,39.46,0.14,0.08,1.36,1
2025-07-11,3,35.51,27.72,40.43,0.07,0.06,0.74,0
2025-07-12,3,36.2,31.86,40.94,0.04,0.1,0.66,0
2025-07-13,3,10.11,26.67,38.96,0.18,0.02,0.62,0
2025-07-14,3,44.71,26.07,40.77,0.09,0.07,1.06,0
2025-07-15,3,43.7,30.94,39.48,0.08,0.14,1.22,0
2025-07-16,3,60.1,27.69,43.35,0.08,0.17,0.92,1
2025-07-17,3,43.48,28.6,41.99,0.17,0.16,0.7,0
2025-07-18,3,21.3,27.56,41.81,0.12,0.11,0.76,0
2025-07-19,3,4.84,25.82,40.02,0.17,0.16,0.59,0
2025-07-20,3,40.23,27.84,42.77,0.04,0.13,1.2,0
2025-07-21,3,37.5,25.32,40.15,-0.01,0.05,0.78,0
2025-07-22,3,25.08,29.82,41.09,0.05,0.05,0.95,0
2025-07-23,3,26.41,31.57,42.3,0.13,0.05,0.98,0
2025-07-24,3,51.45,32.04,40.95,0.13,0.15,1.17,1
2025-07-25,3,25.34,23.27,41.02,0.04,0.15,0.83,0
2025-07-26,3,69.25,26.42,43.63,0.14,0.12,1.23,1
2025-07-27,3,6.5,28.93,40.95,0.15,0.1,0.65,0
2025-07-28,3,17.77,26.5,38.27,0.05,0.14,0.86,0
2025-07-29,3,14.68,25.47,40.81,-0.02,0.1,0.97,0
2025-07-30,3,40.84,25.14,41.03,0.1,0.01,0.82,0
2025-07-31,3,56.04,24.37,39.49,0.09,0.08,1.35,1
2025-08-01,3,26.82,27.95,40.97,0.08,0.15,0.5,0
2025-08-02,3,21.07,22.31,42.23,0.07,0.03,0.76,0
2025-08-03,3,33.77,27.48,41.87,0.17,0.05,0.81,0
2025-08-04,3,49.27,30.04,42.43,0.12,0.1,0.74,0
2025-08-05,3,42.59,25.96,40.02,0.08,0.13,1.08,0
2025-08-06,3,30.32,27.77,40.18,0.03,0.04,0.85,0
2025-08-07,3,102.68,27.65,40.75,0.63,0.2,1.61,1
2025-08-08,3,46.73,28.14,40.69,0.08,0.09,1.16,0
2025-08-09,3,80.57,26.5,42.17,0.08,0.14,1.32,1
2025-08-10,3,67.6,24.61,42.24,0.13,0.12,1.03,1
2025-08-11,3,27.09,20.22,42.25,0.06,0.11,0.55,0
2025-08-12,3,18.41,29.7,42.88,0.09,0.05,0.47,0
2025-08-13,3,33.22,28.5,41.73,0.12,0.14,0.75,0
2025-08-14,3,27.82,27.88,41.71,0.03,0.05,0.72,0
2025-08-15,3,18.6,22.42,40.74,0.06,0.03,0.5,0
2025-08-16,3,79.79,25.21,40.21,0.12,0.07,1.49,1
2025-08-17,3,15.68,23.81,41.1,0.1,0.04,0.21,0
2025-08-18,3,15.76,26.34,40.31,0.04,0.05,0.55,0
2025-08-19,3,48.17,27.28,40.08,0.13,0.11,1.11,0
2025-08-20,3,24.74,25.99,40.71,0.16,0.09,0.64,0
2025-08-21,3,4.25,31.42,41.36,0.13,0.04,0.38,0
2025-08-22,3,17.44,24.03,39.98,0.08,0.12,0.54,0
2025-08-23,3,49.1,29.04,40.47,0.13,0.06,1.05,0
2025-08-24,3,6.37,26.19,41.5,0.08,0.07,0.52,0
2025-08-25,3,13.26,28.07,38.54,0.06,0.02,0.69,0
2025-08-26,3,15.52,28.93,41.14,0.23,0.09,0.68,0
2025-08-27,3,11.92,27.0,41.28,0.1,0.13,0.9,0
2025-08-28,3,35.13,30.18,40.82,0.01,0.06,1.12,0
2025-08-29,3,24.69,21.71,41.19,0.09,0.07,0.8,0
2025-08-30,3,26.18,25.07,41.92,0.12,0.11,0.73,0
2025-08-31,3,85.46,20.52,38.72,0.08,0.14,1.34,1
2025-09-01,3,17.83,26.86,40.14,0.08,0.03,0.84,0
2025-09-02,3,27.02,25.67,41.31,0.11,0.09,0.64,0
2025-09-03,3,22.42,30.93,41.0,0.13,0.1,0.27,0
2025-09-04,3,23.29,30.58,41.29,0.11,0.14,0.62,0
2025-09-05,3,24.26,33.56,41.34,0.12,0.22,0.74,1
2025-09-06,3,71.34,26.74,43.58,0.12,0.13,1.14,1
2025-09-07,3,59.69,26.66,41.79,0.06,0.09,1.04,1
2025-01-01,4,37.12,24.76,28.59,0.12,0.2,0.75,0
2025-01-02,4,20.82,25.52,27.57,0.09,0.04,0.73,0
2025-01-03,4,39.33,25.8,29.26,0.04,0.08,1.13,0
2025-01-04,4,37.76,28.9,29.78,0.1,0.09,1.02,0
2025-01-05,4,13.37,24.22,27.99,0.09,0.1,0.7,0
2025-01-06,4,65.3,32.9,29.39,0.08,0.12,1.17,1
2025-01-07,4,25.54,26.26,27.79,0.13,0.1,0.78,0
2025-01-08,4,20.63,27.01,28.43,0.0,0.07,0.54,0
2025-01-09,4,7.89,26.05,28.63,-0.01,0.08,0.44,0
2025-01-10,4,32.68,26.41,27.5,0.14,0.04,0.91,0
2025-01-11,4,7.14,29.95,27.53,0.11,0.11,0.77,0
2025-01-12,4,42.49,22.65,29.25,0.14,0.08,0.71,0
2025-01-13,4,40.98,28.26,28.21,0.11,0.12,0.88,0
2025-01-14,4,17.79,23.92,27.85,0.13,0.09,0.22,0
2025-01-15,4,6.16,32.08,27.69,0.08,0.14,0.4,0
2025-01-16,4,57.19,26.58,28.52,0.07,0.11,1.43,1
2025-01-17,4,68.09,31.06,28.48,0.03,0.09,1.19,1
2025-01-18,4,6.91,25.0,26.45,0.09,0.06,0.91,0
2025-01-19,4,26.87,27.62,29.36,0.01,0.18,0.68,0
2025-01-20,4,35.2,27.67,28.29,0.04,0.15,0.94,0
2025-01-21,4,30.37,24.56,28.22,0.1,0.05,0.55,0
2025-01-22,4,45.97,32.49,29.24,0.13,0.15,0.79,0
2025-01-23,4,27.54,27.58,26.73,0.18,0.05,1.34,0
2025-01-24,4,21.43,26.16,27.85,0.17,0.08,0.66,0
2025-01-25,4,19.33,26.93,27.64,0.12,0.0,0.81,0
2025-01-26,4,30.19,29.97,28.73,-0.01,0.11,0.81,0
2025-01-27,4,27.5,31.76,27.4,0.09,0.12,0.72,0
2025-01-28,4,64.88,24.3,27.72,0.09,0.08,1.07,1
2025-01-29,4,68.42,25.14,28.86,0.14,0.1,1.5,1
2025-01-30,4,30.92,24.42,29.36,0.15,0.04,0.91,0
2025-01-31,4,30.34,28.29,26.03,0.12,0.07,0.86,0
2025-02-01,4,16.36,29.58,27.8,0.09,0.05,1.03,0
2025-02-02,4,24.52,22.57,28.53,0.15,0.04,0.9,0
2025-02-03,4,11.09,25.31,28.2,0.15,0.09,0.7,0
2025-02-04,4,24.68,31.89,28.03,0.05,0.07,1.04,0
2025-02-05,4,80.83,29.41,31.14,0.07,0.11,1.47,1
2025-02-06,4,56.79,26.88,29.56,0.18,0.05,1.04,1
2025-02-07,4,35.08,26.83,27.58,0.13,0.05,0.85,0
2025-02-08,4,20.87,24.59,27.81,0.15,0.17,0.82,0
2025-02-09,4,16.7,29.66,28.39,0.03,0.08,0.54,0
2025-02-10,4,29.32,23.99,29.18,0.09,0.12,1.18,0
2025-02-11,4,93.93,26.61,28.12,0.07,0.21,1.83,1
2025-02-12,4,77.47,31.78,28.58,0.1,0.15,1.07,1
2025-02-13,4,47.34,27.32,28.77,0.08,0.11,1.0,0
2025-02-14,4,32.18,26.18,26.32,0.16,0.01,0.52,0
